1.127151,0.553645
1.094324,0.678534
1.180671,0.491094
1.199739,0.583204
1.238374,0.673265
1.178344,0.699869
1.199210,0.606361
1.208989,0.635218
1.169537,0.546294
1.268300,0.595327
1.374353,0.839515
1.230473,0.564677
1.177298,0.446044
1.255378,0.639477
1.094634,0.611832
1.224340,0.655468
1.388961,0.626224
1.264030,0.678559
1.124298,0.620298
1.286269,0.662447
1.374267,0.659261
1.267483,0.838148
1.299471,0.664741
1.291223,0.761548
1.355744,0.744382
1.286783,0.722875
1.331729,0.634657
1.233118,0.669195
1.232910,0.658038
1.303661,0.675759
1.305804,0.678323
1.373464,0.631796
1.256805,0.622356
1.327436,0.772858
1.302011,0.710027
1.200804,0.608697
1.235384,0.527116
1.255623,0.596504
1.327172,0.682078
1.266198,0.672169
1.280634,0.760963
1.288745,0.557882
1.078807,0.631998
1.187300,0.567446
1.268329,0.761176
1.221121,0.725385
1.195207,0.676370
1.198058,0.655948
1.171956,0.721861
1.224984,0.658225
1.195798,0.475052
1.283962,0.770472
1.235907,0.803824
1.307139,0.646046
1.070816,0.587379
1.099031,0.567583
1.218708,0.782551
1.231243,0.699699
1.200067,0.583237
1.173297,0.648255
1.275145,0.581320
1.174666,0.684832
1.298027,0.688260
1.195862,0.752884
1.192129,0.623633
1.272671,0.721048
1.288950,0.694338
1.258705,0.718062
1.224545,0.604734
1.273699,0.580328
1.320140,0.763039
1.212504,0.665152
1.066529,0.536232
1.256172,0.753636
1.348710,0.715254
1.179810,0.723942
1.330367,0.663976
1.284649,0.629338
1.229433,0.534222
1.337606,0.705467
1.196143,0.760157
1.189423,0.592950
1.286687,0.762518
1.376784,0.651109
1.165208,0.587035
1.181110,0.604162
1.226977,0.568864
1.282309,0.743703
1.327941,0.673280
1.276486,0.679789
1.330774,0.616755
1.384875,0.600784
1.282054,0.545023
1.313789,0.722616
1.227343,0.759877
1.315746,0.743375
1.302985,0.605067
1.226141,0.609630
1.168144,0.634179
1.062686,0.566192
1.282456,0.663844
1.155828,0.606417
1.281809,0.543467
1.283448,0.621579
1.237513,0.628145
1.181814,0.604783
1.223191,0.580862
1.324260,0.693635
1.234582,0.666485
1.116709,0.504062
1.322170,0.696971
1.256855,0.699148
1.339408,0.750925
1.230575,0.649439
1.296037,0.678466
1.356554,0.720869
1.264432,0.701551
1.285284,0.755532
1.250351,0.470530
1.195164,0.650282
1.305344,0.674556
1.270856,0.646388
1.341134,0.601657
1.134282,0.620289
1.362213,0.642364
1.243796,0.593353
1.255353,0.627969
1.178525,0.634072
1.353363,0.640134
1.318212,0.775836
1.343072,0.705306
1.287942,0.685930
1.357620,0.781269
1.214835,0.620149
1.264371,0.673801
1.346323,0.511921
1.116113,0.540989
1.305966,0.675768
1.225504,0.613767
1.281956,0.863475
1.212388,0.698490
1.224789,0.756575
1.206482,0.656449
1.260012,0.765913
1.152310,0.658839
1.308416,0.670557
1.158160,0.459879
1.208848,0.704852
1.218885,0.667438
1.257848,0.690528
1.256261,0.800745
1.286552,0.629918
1.230117,0.588750
1.388177,0.680476
1.215425,0.599232
1.211277,0.702306
1.349066,0.692255
1.268928,0.678401
1.264958,0.641040
1.258337,0.649576
1.328280,0.662917
1.272202,0.596293
1.332755,0.711196
1.161603,0.751719
1.251257,0.733294
1.256852,0.554016
1.255074,0.552558
1.382754,0.844372
1.335467,0.780401
1.218969,0.761064
1.205749,0.563378
1.343766,0.644599
1.288523,0.666760
1.265018,0.679644
1.200243,0.627271
1.358028,0.640384
1.198278,0.534895
1.311605,0.670471
1.380948,0.748239
1.251795,0.705814
1.208064,0.605567
1.179532,0.604323
1.243962,0.657537
1.278519,0.646134
1.314910,0.621278
1.276278,0.591764
1.210478,0.586143
1.225633,0.666897
1.279610,0.545145
1.224219,0.698955
1.334770,0.774127
1.429223,0.752455
1.319506,0.580248
1.372743,0.653133
1.144311,0.551462
1.225725,0.604744
1.341210,0.606910
1.300464,0.637702
1.149225,0.641579
1.125331,0.591007
1.334177,0.642894
1.188703,0.615531
1.340361,0.777331
1.198732,0.600399
1.296078,0.629011
1.301821,0.774842
1.278608,0.660250
1.116699,0.567193
1.221664,0.632098
1.084551,0.622811
1.169170,0.614312
1.369909,0.788733
1.253709,0.662121
1.312361,0.478532
1.272349,0.697304
1.339342,0.622255
1.186028,0.605775
1.294432,0.724776
1.200634,0.597769
1.198728,0.602075
1.323897,0.628141
1.246717,0.663376
1.202609,0.589417
1.264458,0.581624
1.301592,0.695475
1.277517,0.750635
1.210203,0.631771
1.142121,0.710449
1.373471,0.590521
1.240274,0.635223
1.323382,0.643281
1.268406,0.685400
1.175495,0.780076
1.341826,0.679102
1.375974,0.806307
1.393980,0.756807
1.297253,0.638772
1.102897,0.579386
1.209358,0.529955
1.161001,0.598101
1.159239,0.642567
1.322744,0.690777
1.313529,0.487082
1.135515,0.575862
1.243175,0.661873
1.326767,0.701533
1.127927,0.632482
1.091951,0.474885
1.311678,0.671153
1.314261,0.711824
1.228594,0.624178
1.194584,0.570503
1.295977,0.648572
1.415604,0.690545
1.264106,0.778127
1.136854,0.648694
1.415013,0.655088
1.281854,0.699275
1.174746,0.660729
1.157455,0.702630
1.302894,0.627126
1.389085,0.721215
1.274045,0.598450
1.132753,0.647564
1.354262,0.836354
1.366539,0.809270
1.173933,0.574445
1.351912,0.707912
1.273548,0.659300
1.266898,0.658489
1.289623,0.587288
1.198660,0.727112
1.292244,0.656528
1.296454,0.477235
1.206738,0.548923
1.236020,0.643448
1.205234,0.578970
1.234290,0.745992
1.390513,0.801742
1.363629,0.705114
1.131646,0.519801
1.315562,0.565192
1.285081,0.704521
1.202042,0.652408
1.226639,0.670853
1.302178,0.546720
1.214499,0.678825
1.230494,0.597568
1.346660,0.656008
1.208720,0.704385
1.395337,0.747792
1.284141,0.754639
1.303553,0.666270
1.243668,0.681938
1.405515,0.551332
1.198474,0.633149
1.310122,0.619987
1.212522,0.642947
1.287506,0.671202
1.313372,0.702123
1.324636,0.765920
1.296158,0.719954
1.359665,0.715784
1.328598,0.589606
1.259549,0.627251
1.410699,0.708293
1.174988,0.647744
1.240343,0.674859
1.222324,0.649098
1.238416,0.506705
1.226103,0.591304
1.276514,0.652040
1.325591,0.624147
1.166601,0.706160
1.253417,0.653527
1.296198,0.689102
1.238170,0.605206
1.259660,0.695347
1.293958,0.718855
1.141987,0.652868
1.196122,0.711313
1.231320,0.543509
1.336061,0.715361
1.191596,0.581383
1.218635,0.751385
1.333436,0.537437
1.208488,0.650875
1.217012,0.653863
1.311175,0.600749
1.313162,0.635259
1.360537,0.658243
1.218694,0.625092
1.304952,0.652236
1.204619,0.695326
1.353529,0.793245
1.364332,0.608295
1.405935,0.737131
1.219833,0.651952
1.262071,0.751245
1.147726,0.575251
1.236628,0.733419
1.167221,0.637008
1.412136,0.576783
1.193231,0.449452
1.148936,0.748975
1.189080,0.667450
1.416914,0.673707
1.234577,0.728304
1.305155,0.639829
1.191259,0.681304
1.388893,0.693072
1.249717,0.744802
1.143529,0.721605
1.195515,0.588797
1.165171,0.577834
1.262683,0.722615
1.304234,0.682656
1.174980,0.561128
1.318162,0.682410
1.212842,0.562334
1.295258,0.653971
1.255711,0.622603
1.384259,0.716221
1.251891,0.760040
1.175939,0.621974
1.315588,0.649127
1.325951,0.639676
1.197982,0.399401
1.271952,0.561826
1.299069,0.616534
1.369857,0.678866
1.150804,0.532570
1.271702,0.721451
1.218168,0.678583
1.345942,0.778781
1.275816,0.533191
1.149667,0.690278
1.215282,0.684309
1.240565,0.578460
1.315549,0.583820
1.265474,0.689599
1.205687,0.604841
1.254750,0.559247
1.255246,0.657275
1.148665,0.523234
1.278919,0.682722
1.296614,0.716500
1.349485,0.600550
1.267269,0.640843
1.350541,0.751478
1.138328,0.576100
1.271555,0.556455
1.215043,0.625587
1.200039,0.633393
1.333119,0.735119
1.297497,0.696344
1.246777,0.760590
1.340341,0.668323
1.292230,0.601494
1.311376,0.643400
1.131538,0.591833
1.270396,0.637780
1.176161,0.606394
1.221348,0.617143
1.355843,0.753200
1.253884,0.710189
1.218006,0.558688
1.146739,0.690602
1.217024,0.760933
1.299995,0.705357
1.250168,0.651178
1.325726,0.679463
1.275761,0.705903
1.133769,0.719337
1.190106,0.541777
1.187347,0.669759
1.251189,0.645218
1.209320,0.681931
1.314853,0.690925
1.208364,0.632619
1.251702,0.619687
1.099335,0.674583
1.234068,0.616211
1.228172,0.579861
1.293415,0.699189
1.454492,0.768005
1.329478,0.617246
1.330692,0.698180
1.365864,0.738386
1.280912,0.685201
1.173494,0.583329
1.244429,0.652695
1.280475,0.594191
1.243480,0.669866
1.294456,0.772659
1.212696,0.555328
1.302502,0.629739
1.254175,0.562255
1.300539,0.629318
1.324730,0.573877
1.212483,0.526150
1.255631,0.637545
1.334064,0.662593
1.216783,0.568877
1.268526,0.600138
1.268235,0.710492
1.201955,0.583488
1.248432,0.821912
1.368054,0.642068
1.112350,0.467977
1.367048,0.715552
1.219768,0.634267
1.221926,0.778398
1.332549,0.635180
1.134930,0.642653
1.359639,0.645270
1.277122,0.501073
1.281423,0.767593
1.264752,0.642814
1.235522,0.621273
1.272354,0.784727
1.161854,0.573758
1.145880,0.742140
1.277785,0.657104
1.164421,0.686490
1.165950,0.537825
1.291298,0.574348
1.305084,0.635787
1.237321,0.782566
1.320429,0.678985
1.171860,0.679356
1.101611,0.731356
1.243251,0.665274
1.171309,0.690690
1.224702,0.612900
1.296070,0.720410
1.183979,0.543879
1.207695,0.626232
1.233241,0.562193
1.165104,0.448251
1.231197,0.711434
1.196274,0.664767
1.282913,0.678630
1.181243,0.712953
1.174173,0.638283
1.247349,0.731348
1.176291,0.692019
1.142843,0.508974
1.311755,0.640844
1.275147,0.643650
1.234766,0.621180
1.225478,0.716319
1.287317,0.727459
1.242878,0.705333
1.180291,0.549263
1.215873,0.629108
1.287373,0.710810
1.214811,0.648312
1.257783,0.666490
1.334159,0.708713
1.178062,0.650757
1.270718,0.681211
1.227627,0.643625
1.296470,0.541641
1.242588,0.662857
1.237261,0.781843
1.172566,0.703183
1.336609,0.663614
1.309357,0.567507
1.232929,0.640226
1.158867,0.613638
1.322543,0.632076
1.181929,0.508525
1.359557,0.672680
1.205671,0.557603
1.289108,0.703704
1.291771,0.635670
1.158726,0.645136
1.157826,0.618250
1.302903,0.552173
1.137076,0.555709
1.165296,0.656462
1.146138,0.575495
1.249927,0.597860
1.285048,0.613197
1.331793,0.659666
1.213854,0.702567
1.052139,0.455279
1.275809,0.787451
1.296626,0.642371
1.291229,0.586218
1.240526,0.632210
1.227582,0.659211
1.245255,0.646355
1.214989,0.648722
1.373678,0.657767
1.315794,0.595746
1.204071,0.682539
1.259128,0.568675
1.287218,0.718248
1.287727,0.662756
1.257099,0.571799
1.308679,0.643118
1.349540,0.681778
1.207237,0.608859
1.312598,0.696735
1.379800,0.724830
1.125352,0.509118
1.209081,0.600635
1.200426,0.654712
1.317405,0.719256
1.190057,0.516906
1.297215,0.673662
1.211156,0.654146
1.152547,0.589382
1.199128,0.705101
1.272725,0.544308
1.022181,0.560614
1.243678,0.676086
1.178259,0.558466
1.158438,0.648240
1.336804,0.690318
1.174918,0.609898
1.200497,0.585646
1.353923,0.587276
1.316499,0.725066
1.177660,0.618938
1.269451,0.647149
1.233621,0.639313
1.159650,0.566289
1.393753,0.692871
1.209936,0.505485
1.215911,0.590299
1.265967,0.655389
1.185312,0.564201
1.318351,0.589955
1.214618,0.658374
1.175100,0.691508
1.233740,0.658621
1.218599,0.481816
1.215439,0.737019
1.164606,0.617794
1.186024,0.610132
1.136044,0.561190
1.228764,0.641144
1.288621,0.590698
1.209563,0.595507
1.144316,0.530626
1.214136,0.633146
1.244405,0.730227
1.136704,0.527791
1.283361,0.654762
1.370885,0.763576
1.189266,0.676815
1.210637,0.571800
1.217836,0.713317
1.282484,0.640359
1.121739,0.603250
1.274616,0.624685
1.344762,0.802378
1.388691,0.627505
1.127128,0.575150
1.370764,0.673386
1.235969,0.558745
1.145758,0.592298
1.200365,0.632183
1.200381,0.673540
1.273431,0.682477
1.180623,0.624865
1.343161,0.705958
1.252568,0.617291
1.160906,0.520748
1.226348,0.691605
1.236529,0.623000
1.282173,0.710536
1.167086,0.603128
1.221254,0.770212
1.405123,0.678063
1.182762,0.597856
1.330486,0.640460
1.106124,0.506608
1.204271,0.628810
1.200583,0.644180
1.222461,0.588007
1.342914,0.597907
1.284915,0.710821
1.161533,0.607621
1.325133,0.620446
1.366179,0.874068
1.304680,0.669399
1.303060,0.584516
1.183204,0.754509
1.204201,0.632329
1.247387,0.842139
1.251762,0.818897
1.315574,0.842091
1.188966,0.513230
1.200994,0.645260
1.361488,0.643094
1.305357,0.756088
1.279552,0.632515
1.170156,0.608921
1.347253,0.649439
1.242009,0.594764
1.175736,0.707687
1.257336,0.582914
1.281687,0.601054
1.178143,0.524513
1.224264,0.649267
1.325377,0.560290
1.356115,0.723960
1.236868,0.624013
1.365697,0.656334
1.294324,0.656607
1.233474,0.604010
1.239731,0.587375
1.280395,0.652203
1.269693,0.725331
1.321271,0.680750
1.310613,0.601976
1.300268,0.641853
1.275812,0.672344
1.307380,0.692124
1.172851,0.565414
1.166485,0.590965
1.237272,0.569128
1.237921,0.648742
1.322308,0.655688
1.274272,0.805894
1.249799,0.766748
1.315348,0.644813
1.240130,0.584627
1.230429,0.600196
1.263237,0.580011
1.179126,0.616750
1.190433,0.816045
1.118408,0.708546
1.162479,0.540178
1.292146,0.659931
1.389612,0.738558
1.169093,0.696223
1.257981,0.735153
1.350330,0.706146
1.261253,0.694314
1.180933,0.659892
1.193357,0.610670
1.157792,0.689598
1.246973,0.714079
1.340309,0.782128
1.278790,0.680952
1.180658,0.590293
1.133173,0.653350
1.175966,0.672723
1.269887,0.670512
1.236044,0.725721
1.247222,0.602966
1.195599,0.682429
1.293484,0.613967
1.327966,0.561141
1.222286,0.583814
1.240108,0.715524
1.247242,0.816224
1.301404,0.659405
1.158202,0.613593
1.112555,0.484949
1.321328,0.597605
1.301135,0.641899
1.352448,0.607809
1.212092,0.486462
1.469108,0.780611
1.335946,0.641858
1.190289,0.574292
1.222022,0.673170
1.190475,0.671486
1.340089,0.698586
1.320041,0.504550
1.310528,0.758131
1.238143,0.718675
1.253541,0.549687
1.173587,0.672847
1.283554,0.600890
1.169861,0.619672
1.186513,0.644440
1.390911,0.876938
1.122933,0.552312
1.208284,0.665982
1.201518,0.654881
1.283148,0.618767
1.353336,0.673570
1.378403,0.694282
1.111975,0.568197
1.304304,0.674043
1.271685,0.616191
1.212254,0.677272
1.237572,0.665929
1.208778,0.582359
1.246379,0.619255
1.265783,0.638633
1.274100,0.690815
1.209774,0.619777
1.252161,0.588194
1.303913,0.743778
1.206699,0.608114
1.130030,0.600814
1.098388,0.470731
1.341822,0.683701
1.263185,0.705432
1.321910,0.841311
1.275010,0.655252
1.319504,0.714260
1.254494,0.644202
1.255282,0.604409
1.279807,0.729454
1.235551,0.651710
1.230990,0.540867
1.246650,0.755654
1.395448,0.691479
1.190760,0.607466
1.247680,0.639560
1.252123,0.644263
1.186194,0.547306
1.181864,0.733181
1.151599,0.738895
1.197003,0.712237
1.342341,0.761908
1.308156,0.785441
1.310237,0.738948
1.317084,0.620975
1.369002,0.732616
1.158620,0.526968
1.197616,0.589133
1.276760,0.519837
1.232958,0.714296
1.263512,0.656910
1.225920,0.724159
1.230298,0.632796
1.186042,0.632841
1.170224,0.699261
1.241551,0.665142
1.281946,0.697139
1.182925,0.522521
1.274588,0.762845
1.254736,0.663396
1.249268,0.656093
1.235507,0.561627
1.306828,0.718037
1.405597,0.696781
1.105524,0.561605
1.196935,0.700922
1.325916,0.703608
1.174103,0.646376
1.329484,0.514049
1.287218,0.731173
1.161172,0.775891
1.170393,0.613519
1.318331,0.719866
1.186686,0.680407
1.152523,0.635707
1.244041,0.766330
1.355791,0.716354
1.230735,0.616414
1.345781,0.680854
1.319536,0.770438
1.178961,0.565455
1.337767,0.615759
1.099526,0.681516
1.403599,0.721550
1.315107,0.670462
1.166427,0.701048
1.166808,0.607044
1.341831,0.650739
1.230546,0.763735
1.273063,0.635794
1.225244,0.695221
1.267184,0.791269
1.250020,0.631225
1.214047,0.630601
1.281540,0.661708
1.273510,0.732122
1.323270,0.645122
1.182463,0.693394
1.279252,0.628389
1.141890,0.702875
1.320266,0.758204
1.187383,0.684083
1.198830,0.579163
1.315782,0.790288
1.340991,0.664863
1.220805,0.539702
1.151542,0.574090
1.217595,0.642108
1.424994,0.682442
1.212486,0.659309
1.280672,0.611361
1.252424,0.645460
1.263290,0.752281
1.327961,0.784362
1.183245,0.666475
1.305729,0.718292
1.091449,0.538294
1.220612,0.665477
1.149873,0.733480
1.194883,0.583733
1.251849,0.618021
1.238596,0.515662
1.282741,0.811682
1.100928,0.531576
1.214766,0.669498
1.281275,0.698259
1.220512,0.672963
1.365159,0.728861
1.228750,0.568622
1.220888,0.796347
1.272816,0.624055
1.319599,0.787653
1.221138,0.593237
1.316985,0.719363
1.340829,0.665094
1.301749,0.613887
1.208893,0.658948
1.359528,0.648028
1.197384,0.512148
1.280235,0.700779
1.225265,0.601330
1.239824,0.604300
1.246254,0.769922
1.027655,0.560031
1.162042,0.715411
1.249416,0.607909
1.226199,0.616395
1.347739,0.676273
1.282077,0.523807
1.284509,0.545251
1.456573,0.710722
1.140880,0.516483
1.183299,0.702114
1.254450,0.533853
1.190043,0.602008
1.269382,0.672797
1.211864,0.532321
1.226443,0.624017
1.392260,0.732138
1.182206,0.690356
1.164225,0.610336
1.220679,0.775197
1.280752,0.595388
1.222088,0.698076
1.211100,0.685533
1.166629,0.595813
1.295425,0.710252
1.166698,0.722632
1.353110,0.748340
1.270406,0.700895
1.347453,0.850882
1.329144,0.574202
1.245199,0.697784
1.345040,0.751720
1.337346,0.694923
1.240448,0.655744
1.266328,0.691129
1.213170,0.586457
1.100997,0.618003
1.303289,0.651461
1.355016,0.751091
1.237965,0.704840
1.352313,0.735103
1.223722,0.558498
1.358318,0.639899
1.125673,0.452359
1.362616,0.700360
1.307986,0.688486
1.213569,0.585197
1.368105,0.649963
1.246849,0.650332
1.154432,0.556028
1.301466,0.613649
1.287305,0.651722
1.313721,0.634670
1.223979,0.609851
1.336285,0.593175
1.199365,0.638268
1.257265,0.743778
1.332570,0.736230
1.323318,0.613817
1.164850,0.707038
1.266026,0.626877
1.218682,0.625758
1.266786,0.630945
1.145173,0.577764
1.286300,0.679361
1.320678,0.672588
1.337491,0.644832
1.216130,0.588563
1.245909,0.587411
1.284433,0.624975
1.217728,0.593971
1.364877,0.629979
1.264221,0.603633
1.272260,0.631036
1.169345,0.611190
1.249962,0.596429
1.147777,0.689881
1.292300,0.710122
