1.190372,0.702058,1.000000
1.292883,0.628088,1.000000
1.180913,0.767499,1.000000
1.181343,0.642743,1.000000
1.290940,0.653180,1.000000
1.215464,0.666786,1.000000
1.322515,0.652644,1.000000
1.163444,0.746537,1.000000
1.283196,0.760547,1.000000
1.199233,0.679147,1.000000
1.308944,0.748387,1.000000
1.152700,0.576205,1.000000
1.315717,0.662646,1.000000
1.240287,0.732398,1.000000
1.198282,0.495603,1.000000
1.305969,0.616149,1.000000
1.213228,0.685683,1.000000
1.301448,0.622002,1.000000
1.332143,0.620062,1.000000
1.339866,0.707488,1.000000
1.276862,0.650949,1.000000
1.239801,0.533532,1.000000
1.194041,0.690673,1.000000
1.212265,0.718336,1.000000
1.258508,0.740166,1.000000
1.337456,0.590672,1.000000
1.108958,0.516967,1.000000
1.097776,0.558257,1.000000
1.327868,0.756244,1.000000
1.191551,0.657624,1.000000
1.319485,0.705982,1.000000
1.280123,0.621690,1.000000
1.233728,0.586031,1.000000
1.183151,0.746800,1.000000
1.248079,0.652345,1.000000
1.240209,0.687803,1.000000
1.219622,0.693099,1.000000
1.195406,0.651612,1.000000
1.231594,0.674638,1.000000
1.262998,0.647489,1.000000
1.310794,0.738697,1.000000
1.219345,0.763658,1.000000
1.307037,0.602490,1.000000
1.156801,0.627534,1.000000
1.162238,0.710927,1.000000
1.193875,0.725319,1.000000
1.244023,0.699909,1.000000
1.258719,0.548231,1.000000
1.174002,0.660586,1.000000
1.284426,0.653666,1.000000
1.220184,0.675543,1.000000
1.280833,0.732873,1.000000
1.263201,0.804687,1.000000
1.281094,0.593173,1.000000
1.217832,0.657779,1.000000
1.211860,0.564919,1.000000
1.227411,0.726539,1.000000
1.162946,0.542026,1.000000
1.264666,0.802966,1.000000
1.185089,0.679401,1.000000
1.189827,0.752425,1.000000
1.123689,0.563387,1.000000
1.280983,0.680872,1.000000
1.322676,0.741725,1.000000
1.192224,0.723596,1.000000
1.154177,0.559992,1.000000
1.172065,0.632560,1.000000
1.287704,0.673579,1.000000
1.203198,0.553569,1.000000
1.203943,0.515002,1.000000
1.148866,0.462021,1.000000
1.287517,0.599114,1.000000
1.270344,0.705177,1.000000
1.272594,0.669147,1.000000
1.241039,0.667577,1.000000
1.308178,0.678929,1.000000
1.449233,0.796565,1.000000
1.357776,0.688238,1.000000
1.161865,0.685903,1.000000
1.251346,0.603479,1.000000
1.189563,0.632971,1.000000
1.097079,0.703352,1.000000
1.311345,0.678996,1.000000
1.278526,0.661583,1.000000
1.207479,0.773236,1.000000
1.111078,0.577800,1.000000
1.283087,0.754379,1.000000
1.158243,0.637656,1.000000
1.213806,0.654498,1.000000
1.232777,0.641764,1.000000
1.315808,0.780462,1.000000
1.253246,0.658696,1.000000
1.201539,0.688643,1.000000
1.284954,0.584271,1.000000
1.238399,0.662552,1.000000
1.235486,0.596071,1.000000
1.228325,0.615998,1.000000
1.224949,0.636067,1.000000
1.289989,0.735912,1.000000
